Target Latitude,Target Longitude,Hello
45.7,11.23,Unique
48.18,11.23,Unique
35.75,11.25,Unique
42.48,11.25,Unique
43.77,11.25,Unique
44.42,11.25,Unique
45,11.25,Unique
52.03,11.25,Unique
44.33,11.27,Unique
44.55,11.27,Unique
48.13,11.27,Unique
50.87,11.27,Unique
51.2,11.27,Unique
44.05,11.28,Unique
44.47,11.28,Unique
44.72,11.28,Unique
45.27,11.28,Unique
45.32,11.28,Unique
51.5,11.28,Unique
42.6,11.3,Unique
43.97,11.3,Unique
44.47,11.3,Unique
45.82,11.3,Unique
46.35,11.3,Unique
50.38,11.3,Unique
44.17,11.32,Unique
44.82,11.32,Unique
45.18,11.32,Unique
45.98,11.32,Unique
32,11.33,Unique
42.33,11.33,Unique
42.7,11.33,Unique
43.67,11.33,Unique
44,11.33,Unique
44.33,11.33,Unique
44.42,11.33,Unique
44.67,11.33,Unique
45,11.33,Unique
45.33,11.33,Unique
45.67,11.33,Unique
46,11.33,Unique
46.33,11.33,Unique
46.42,11.33,Unique
46.67,11.33,Unique
48,11.33,Unique
48.65,11.33,Unique
48.67,11.33,Unique
52,11.33,Unique
43.32,11.35,Unique
44.42,11.35,Unique
44.5,11.35,Unique
48.13,11.35,Unique
43.98,11.37,Unique
44.98,11.37,Unique
46.52,11.37,Unique
48.22,11.37,Unique
50.65,11.37,Unique
44.05,11.38,Unique
44.12,11.38,Unique
44.57,11.38,Unique
45.38,11.38,Unique
47.27,11.38,Unique
48.13,11.38,Unique
43.55,11.4,Unique
43.95,11.4,Unique
44.75,11.4,Unique
46.55,11.4,Unique
51.4,11.4,Unique
52.52,11.4,Unique
52.68,11.4,Unique
44.62,11.42,Unique
44.9,11.42,Unique
46.28,11.42,Unique
46.9,11.42,Unique
47.7,11.42,Unique
47.92,11.42,Unique
53.63,11.42,Unique
44.95,11.43,Unique
48.77,11.43,Unique
43.65,11.45,Unique
43.72,11.45,Unique
43.77,11.45,Unique
46.47,11.45,Unique
46.5,11.45,Unique
46.93,11.45,Unique
47.13,11.45,Unique
51.5,11.45,Unique
44.5,11.47,Unique
45.1,11.47,Unique
48.13,11.47,Unique
50.1,11.47,Unique
51.75,11.47,Unique
53.88,11.47,Unique
43.75,11.48,Unique
44.22,11.5,Unique
44.77,11.5,Unique
45.87,11.5,Unique
47.02,11.5,Unique
47.28,11.5,Unique
51.02,11.5,Unique
52.28,11.5,Unique
53.32,11.5,Unique
44.72,11.52,Unique
48.13,11.52,Unique
51.63,11.52,Unique
42.87,11.53,Unique
43.4,11.53,Unique
44.35,11.53,Unique
44.42,11.53,Unique
44.72,11.53,Unique
46.85,11.53,Unique
43.88,11.55,Unique
44.53,11.55,Unique
46.88,11.55,Unique
48.23,11.55,Unique
51.53,11.55,Unique
45.55,11.57,Unique
49.95,11.57,Unique
51.68,11.57,Unique
53.28,11.57,Unique
42.33,11.58,Unique
43.92,11.58,Unique
44.92,11.58,Unique
48.13,11.58,Unique
48.17,11.58,Unique
50.93,11.58,Unique
44.38,11.6,Unique
46.62,11.6,Unique
50.68,11.6,Unique
51.83,11.6,Unique
42.35,11.62,Unique
43.05,11.62,Unique
44.07,11.62,Unique
44.48,11.62,Unique
51.08,11.62,Unique
51.37,11.62,Unique
53.97,11.62,Unique
43.47,11.63,Unique
44.85,11.63,Unique
44.88,11.63,Unique
46.72,11.63,Unique
46.78,11.63,Unique
50.57,11.63,Unique
51.8,11.63,Unique
52.13,11.63,Unique
45.03,11.65,Unique
50.15,11.65,Unique
32.67,11.67,Unique
42.63,11.67,Unique
43.33,11.67,Unique
44,11.67,Unique
44.33,11.67,Unique
44.6,11.67,Unique
44.67,11.67,Unique
45,11.67,Unique
45.1,11.67,Unique
45.33,11.67,Unique
45.67,11.67,Unique
46,11.67,Unique
46.33,11.67,Unique
46.67,11.67,Unique
47.33,11.67,Unique
49.33,11.67,Unique
50,11.67,Unique
52,11.67,Unique
52.07,11.67,Unique
44.43,11.68,Unique
44.63,11.68,Unique
45.68,11.68,Unique
48.45,11.68,Unique
37.3,11.7,Unique
45.93,11.7,Unique
51.83,11.7,Unique
53.8,11.71,Unique
44.35,11.72,Unique
45.95,11.72,Unique
47.35,11.72,Unique
45.77,11.73,Unique
48.4,11.73,Unique
51.8,11.73,Unique
42.25,11.75,Unique
42.47,11.75,Unique
45.63,11.75,Unique
52,11.75,Unique
52.15,11.75,Unique
42.9,11.77,Unique
45.13,11.77,Unique
47.4,11.77,Unique
49.5,11.77,Unique
52.02,11.77,Unique
42.1,11.78,Unique
43.15,11.78,Unique
44.4,11.78,Unique
44.97,11.78,Unique
45.1,11.78,Unique
45.23,11.78,Unique
45.55,11.78,Unique
45.63,11.78,Unique
49.6,11.78,Unique
36.8,11.8,Unique
42.8,11.8,Unique
44.3,11.8,Unique
45.07,11.8,Unique
51.15,11.8,Unique
51.38,11.8,Unique
51.65,11.8,Unique
42.57,11.82,Unique
44.68,11.82,Unique
43.27,11.83,Unique
44.45,11.83,Unique
44.52,11.83,Unique
44.62,11.83,Unique
45.63,11.83,Unique
44.45,11.85,Unique
46.35,11.85,Unique
51.3,11.85,Unique
53.43,11.85,Unique
42.73,11.87,Unique
44.28,11.87,Unique
44.57,11.87,Unique
47.18,11.87,Unique
49.45,11.87,Unique
50.73,11.87,Unique
52.6,11.87,Unique
53.07,11.87,Unique
44.55,11.88,Unique
45.13,11.88,Unique
47.43,11.88,Unique
48.3,11.88,Unique
51.75,11.88,Unique
43.47,11.9,Unique
44.98,11.9,Unique
45.38,11.9,Unique
47.45,11.9,Unique
42.58,11.92,Unique
49.72,11.92,Unique
51.83,11.92,Unique
43.35,11.93,Unique
45.57,11.93,Unique
45.98,11.93,Unique
46.03,11.93,Unique
46.78,11.93,Unique
49.02,11.93,Unique
50.32,11.93,Unique
53.53,11.93,Unique
42.02,11.95,Unique
42.15,11.95,Unique
43.18,11.95,Unique
45.67,11.95,Unique
51.93,11.95,Unique
52.96,11.95,Unique
44.4,11.97,Unique
54.17,11.97,Unique
46.8,11.98,Unique
52.62,11.98,Unique
36.75,12,Unique
41,12,Unique
42,12,Unique
44.67,12,Unique
45,12,Unique
45.25,12,Unique
45.33,12,Unique
45.67,12,Unique
46,12,Unique
46.33,12,Unique
51.35,12,Unique
44.58,12.02,Unique
47.87,12.02,Unique
52.35,12.02,Unique
52.42,12.02,Unique
34.7,12.05,Unique
37.97,12.05,Unique
42.53,12.05,Unique
44.22,12.05,Unique
45.3,12.05,Unique
45.37,12.05,Unique
45.87,12.05,Unique
42.32,12.07,Unique
42.83,12.07,Unique
43.12,12.07,Unique
52.83,12.07,Unique
45,12.08,Unique
47.5,12.08,Unique
51.97,12.08,Unique
43.08,12.1,Unique
50.88,12.1,Unique
54.18,12.1,Unique
42.42,12.12,Unique
42.72,12.12,Unique
45.13,12.12,Unique
49.02,12.12,Unique
46.67,12.13,Unique
47.87,12.13,Unique
50.48,12.13,Unique
51.05,12.13,Unique
54.08,12.13,Unique
42.05,12.15,Unique
43.18,12.15,Unique
42.08,12.17,Unique
48.45,12.17,Unique
42.27,12.18,Unique
44.4,12.18,Unique
47.58,12.18,Unique
52.3,12.18,Unique
53.8,12.18,Unique
36.75,12.2,Unique
45.43,12.2,Unique
45.8,12.2,Unique
50.65,12.2,Unique
51.82,12.2,Unique
41.72,12.22,Unique
41.9,12.22,Unique
42.23,12.22,Unique
42.28,12.22,Unique
51.17,12.22,Unique
51.38,12.22,Unique
48.05,12.23,Unique
51.83,12.23,Unique
41.75,12.25,Unique
42.17,12.25,Unique
42.42,12.25,Unique
42.65,12.25,Unique
45.48,12.25,Unique
45.67,12.25,Unique
42.52,12.28,Unique
44.48,12.28,Unique
45.22,12.28,Unique
46.72,12.28,Unique
42.18,12.3,Unique
42.3,12.3,Unique
42.63,12.3,Unique
43.33,12.3,Unique
45.88,12.3,Unique
48.03,12.3,Unique
51.05,12.3,Unique
46.27,12.32,Unique
37.92,12.33,Unique
41.33,12.33,Unique
43.67,12.33,Unique
45.33,12.33,Unique
45.43,12.33,Unique
45.67,12.33,Unique
46,12.33,Unique
46.33,12.33,Unique
46.67,12.33,Unique
47,12.33,Unique
47.33,12.33,Unique
47.67,12.33,Unique
48,12.33,Unique
51.52,12.33,Unique
51.62,12.33,Unique
51.67,12.33,Unique
52.6,12.33,Unique
41.8,12.35,Unique
42.9,12.35,Unique
47.87,12.35,Unique
50.08,12.37,Unique
51.02,12.37,Unique
43.12,12.38,Unique
47.45,12.38,Unique
51.18,12.38,Unique
51.33,12.38,Unique
51.98,12.38,Unique
42.27,12.4,Unique
42.47,12.4,Unique
42.55,12.4,Unique
42.75,12.4,Unique
42.78,12.4,Unique
42.92,12.4,Unique
46.75,12.4,Unique
37.78,12.42,Unique
49.98,12.42,Unique
51.72,12.42,Unique
41.85,12.43,Unique
49.25,12.43,Unique
37.79,12.44,Unique
45.8,12.45,Unique
54.23,12.45,Unique
41.9,12.47,Unique
42.25,12.47,Unique
47.53,12.47,Unique
38.02,12.48,Unique
41.87,12.48,Unique
42.12,12.48,Unique
50.72,12.48,Unique
53.17,12.48,Unique
48.25,12.49,Unique
35.25,12.5,Unique
41.88,12.5,Unique
42,12.5,Unique
51.18,12.5,Unique
42.02,12.52,Unique
42.5,12.52,Unique
45.95,12.52,Unique
52.4,12.52,Unique
37.88,12.53,Unique
41.62,12.53,Unique
42.77,12.53,Unique
48.23,12.53,Unique
37.9,12.54,Unique
41.62,12.55,Unique
43.05,12.55,Unique
48.02,12.55,Unique
48.88,12.55,Unique
52.6,12.55,Unique
41.88,12.57,Unique
44.05,12.57,Unique
48.13,12.57,Unique
35.52,12.58,Unique
38,12.58,Unique
45.47,12.58,Unique
46.05,12.58,Unique
48.88,12.58,Unique
55.68,12.58,Unique
41.8,12.6,Unique
42.05,12.6,Unique
42.22,12.6,Unique
42.42,12.6,Unique
45.62,12.6,Unique
45.8,12.62,Unique
47.88,12.62,Unique
51.33,12.62,Unique
41.45,12.63,Unique
41.47,12.63,Unique
41.6,12.63,Unique
41.72,12.63,Unique
43.72,12.63,Unique
49.8,12.63,Unique
50.18,12.63,Unique
50.6,12.63,Unique
32.76,12.64,Unique
41.65,12.65,Unique
41.68,12.65,Unique
41.77,12.65,Unique
42.55,12.65,Unique
45.72,12.65,Unique
32.75,12.67,Unique
41.07,12.67,Unique
41.23,12.67,Unique
41.67,12.67,Unique
42.67,12.67,Unique
43.67,12.67,Unique
45.33,12.67,Unique
45.67,12.67,Unique
45.95,12.67,Unique
46,12.67,Unique
46.33,12.67,Unique
46.67,12.67,Unique
47,12.67,Unique
47.33,12.67,Unique
47.67,12.67,Unique
48,12.67,Unique
48.67,12.67,Unique
48.92,12.67,Unique
49.22,12.67,Unique
41.7,12.68,Unique
41.73,12.68,Unique
42.25,12.68,Unique
43.62,12.68,Unique
48.68,12.68,Unique
33.05,12.7,Unique
35.7,12.7,Unique
41.68,12.7,Unique
41.72,12.7,Unique
38.18,12.72,Unique
42.2,12.72,Unique
42.72,12.72,Unique
42.95,12.72,Unique
50.32,12.72,Unique
50.43,12.72,Unique
53.37,12.72,Unique
54.37,12.72,Unique
41.98,12.73,Unique
46.17,12.73,Unique
51.37,12.73,Unique
53.37,12.73,Unique
14.62,12.75,Unique
43.9,12.75,Unique
45.53,12.75,Unique
51.95,12.75,Unique
42.12,12.77,Unique
43.68,12.77,Unique
43.97,12.77,Unique
46.83,12.77,Unique
47.08,12.77,Unique
37.67,12.78,Unique
41.68,12.78,Unique
43.28,12.78,Unique
47.3,12.78,Unique
41.97,12.8,Unique
42.35,12.8,Unique
43.62,12.8,Unique
53.82,12.8,Unique
41.57,12.83,Unique
50.22,12.83,Unique
52.93,12.83,Unique
43.55,12.85,Unique
43.95,12.85,Unique
49.05,12.85,Unique
53.12,12.85,Unique
41.83,12.87,Unique
45.7,12.87,Unique
45.95,12.87,Unique
52.1,12.87,Unique
41.92,12.88,Unique
42.38,12.88,Unique
43.43,12.88,Unique
47.72,12.88,Unique
48.78,12.88,Unique
41.47,12.9,Unique
45.78,12.9,Unique
46.1,12.9,Unique
51.12,12.9,Unique
41.72,12.92,Unique
41.82,12.92,Unique
42.35,12.92,Unique
43.9,12.92,Unique
43.92,12.92,Unique
41.62,12.93,Unique
43.32,12.93,Unique
46.2,12.93,Unique
48.43,12.93,Unique
37.6,12.95,Unique
41.77,12.95,Unique
50.87,12.95,Unique
52.53,12.95,Unique
48.83,12.97,Unique
41.57,12.98,Unique
46.6,12.98,Unique
46.77,12.98,Unique
47.83,12.98,Unique
52.28,12.98,Unique
53.43,12.98,Unique
40,13,Unique
41.33,13,Unique
41.72,13,Unique
42,13,Unique
45.67,13,Unique
45.95,13,Unique
46,13,Unique
46.33,13,Unique
46.67,13,Unique
47,13,Unique
47.33,13,Unique
49,13,Unique
50.67,13,Unique
51.37,13,Unique
53.63,13,Unique
45.77,13.02,Unique
47.63,13.02,Unique
50.6,13.02,Unique
51.57,13.02,Unique
41.27,13.03,Unique
43.83,13.03,Unique
47.78,13.03,Unique
37.52,13.05,Unique
41.68,13.05,Unique
41.78,13.05,Unique
51.98,13.07,Unique
52.4,13.07,Unique
32.92,13.08,Unique
41.23,13.08,Unique
41.48,13.08,Unique
42.42,13.08,Unique
45.63,13.08,Unique
46.23,13.08,Unique
41.93,13.1,Unique
42.05,13.1,Unique
42.1,13.1,Unique
47.65,13.1,Unique
47.68,13.1,Unique
49.17,13.1,Unique
51.99,13.1,Unique
54.3,13.1,Unique
48.15,13.12,Unique
41.82,13.13,Unique
46.03,13.13,Unique
46.32,13.13,Unique
46.28,13.14,Unique
50.67,13.14,Unique
32.95,13.15,Unique
46.02,13.15,Unique
46.12,13.15,Unique
32.67,13.16,Unique
41.72,13.17,Unique
49.63,13.17,Unique
32.88,13.18,Unique
41.62,13.18,Unique
45.93,13.18,Unique
43.22,13.2,Unique
43.7,13.2,Unique
45.8,13.2,Unique
46.37,13.2,Unique
32.81,13.21,Unique
43.7,13.22,Unique
45.8,13.22,Unique
47.42,13.22,Unique
47.8,13.22,Unique
49.02,13.22,Unique
52.22,13.22,Unique
52.53,13.22,Unique
32.88,13.23,Unique
37.6,13.23,Unique
42.28,13.23,Unique
46.05,13.23,Unique
33.05,13.25,Unique
41.27,13.25,Unique
53,13.25,Unique
37.8,13.27,Unique
41.6,13.27,Unique
43.53,13.27,Unique
50.4,13.27,Unique
52.32,13.27,Unique
52.75,13.27,Unique
53.92,13.27,Unique
32.9,13.28,Unique
41.68,13.28,Unique
53.55,13.28,Unique
46.4,13.29,Unique
42.43,13.3,Unique
46.45,13.3,Unique
46.5,13.3,Unique
46.88,13.3,Unique
49.38,13.3,Unique
50.07,13.3,Unique
51.3,13.3,Unique
52.62,13.31,Unique
41.78,13.32,Unique
45.9,13.32,Unique
46.4,13.32,Unique
50.43,13.32,Unique
38.1,13.33,Unique
41.33,13.33,Unique
41.55,13.33,Unique
41.67,13.33,Unique
43.33,13.33,Unique
44.67,13.33,Unique
45.33,13.33,Unique
45.67,13.33,Unique
46.33,13.33,Unique
46.67,13.33,Unique
48.33,13.33,Unique
49.33,13.33,Unique
50.33,13.33,Unique
52.6,13.33,Unique
52.98,13.33,Unique
52.48,13.34,Unique
37.68,13.35,Unique
38.07,13.35,Unique
38.13,13.36,Unique
52.516667,13.366667,Unique
41.63,13.37,Unique
43.63,13.37,Unique
48.33,13.37,Unique
49.75,13.37,Unique
41.58,13.38,Unique
41.97,13.38,Unique
42.12,13.38,Unique
45.68,13.38,Unique
46.83,13.38,Unique
52.42,13.38,Unique
37.72,13.4,Unique
43.15,13.4,Unique
43.62,13.4,Unique
48.15,13.4,Unique
50.47,13.4,Unique
42.77,13.42,Unique
52.53,13.42,Unique
37.72,13.43,Unique
40.78,13.43,Unique
41.9,13.43,Unique
42.03,13.43,Unique
46.5,13.43,Unique
37.97,13.45,Unique
41.42,13.45,Unique
41.45,13.45,Unique
48.57,13.45,Unique
51.13,13.45,Unique
52.22,13.45,Unique
52.72,13.45,Unique
41.45,13.47,Unique
47.38,13.47,Unique
50.12,13.47,Unique
52.15,13.47,Unique
41.5,13.48,Unique
33,13.5,Unique
37.28,13.5,Unique
46.8,13.5,Unique
48.22,13.5,Unique
53.12,13.5,Unique
43.62,13.52,Unique
38.1,13.53,Unique
41.28,13.53,Unique
41.55,13.53,Unique
45.8,13.53,Unique
51.47,13.53,Unique
41.53,13.55,Unique
45.53,13.55,Unique
45.8,13.55,Unique
46.93,13.55,Unique
53.95,13.56,Unique
41.2,13.57,Unique
41.62,13.57,Unique
37.3,13.58,Unique
41.45,13.58,Unique
41.67,13.58,Unique
41.78,13.58,Unique
42.85,13.58,Unique
37.75,13.6,Unique
41.6,13.6,Unique
50.82,13.6,Unique
41.18,13.62,Unique
41.25,13.62,Unique
41.7,13.62,Unique
45.93,13.62,Unique
46.62,13.62,Unique
52.13,13.62,Unique
46.08,13.63,Unique
50.52,13.63,Unique
48,13.65,Unique
51.02,13.65,Unique
54.52,13.65,Unique
32.47,13.67,Unique
41,13.67,Unique
41.33,13.67,Unique
41.45,13.67,Unique
42,13.67,Unique
43.33,13.67,Unique
43.43,13.67,Unique
45,13.67,Unique
45.33,13.67,Unique
45.67,13.67,Unique
46,13.67,Unique
46.33,13.67,Unique
46.4,13.67,Unique
46.67,13.67,Unique
37.98,13.68,Unique
41.38,13.68,Unique
41.55,13.68,Unique
45.77,13.68,Unique
41.25,13.7,Unique
41.42,13.7,Unique
41.48,13.7,Unique
41.53,13.7,Unique
46.55,13.7,Unique
52.52,13.7,Unique
53.03,13.7,Unique
53.87,13.7,Unique
48.03,13.72,Unique
43.28,13.73,Unique
43.3,13.73,Unique
33,13.75,Unique
37.83,13.75,Unique
41.25,13.75,Unique
45.65,13.75,Unique
50.05,13.75,Unique
51.05,13.75,Unique
41.52,13.77,Unique
43.25,13.77,Unique
52.43,13.77,Unique
53.52,13.77,Unique
54.15,13.77,Unique
41.33,13.78,Unique
47.8,13.78,Unique
45.69,13.79,Unique
41.3,13.8,Unique
41.62,13.8,Unique
47.92,13.8,Unique
41.48,13.82,Unique
52.83,13.82,Unique
37.35,13.83,Unique
41.45,13.83,Unique
46.6,13.83,Unique
47.5,13.83,Unique
44.87,13.85,Unique
44.95,13.85,Unique
41.12,13.87,Unique
48.1,13.87,Unique
53.32,13.87,Unique
41.43,13.88,Unique
41.47,13.88,Unique
41.53,13.88,Unique
41.65,13.88,Unique
42.95,13.88,Unique
51.48,13.88,Unique
52.57,13.88,Unique
41.43,13.9,Unique
41.47,13.9,Unique
54.08,13.9,Unique
37.1,13.92,Unique
41.02,13.92,Unique
41.23,13.92,Unique
41.4,13.92,Unique
42.8,13.92,Unique
42.92,13.92,Unique
41.22,13.95,Unique
41.52,13.95,Unique
41.55,13.95,Unique
42.75,13.95,Unique
50.95,13.95,Unique
41.38,13.97,Unique
42.05,13.97,Unique
52.8,13.97,Unique
41.28,13.98,Unique
37.33,14,Unique
40,14,Unique
40.67,14,Unique
41.33,14,Unique
42.33,14,Unique
45.67,14,Unique
46,14,Unique
46.33,14,Unique
46.67,14,Unique
48,14,Unique
53.3,14.01,Unique
37.6,14.02,Unique
49.68,14.02,Unique
41.2,14.03,Unique
41.48,14.03,Unique
41.73,14.03,Unique
48.17,14.03,Unique
50.67,14.03,Unique
37.5,14.05,Unique
45.02,14.05,Unique
46.73,14.05,Unique
52.37,14.07,Unique
42.57,14.08,Unique
48.58,14.08,Unique
32.9,14.1,Unique
37.8,14.1,Unique
41,14.1,Unique
45.07,14.1,Unique
47.53,14.1,Unique
50.13,14.1,Unique
51.22,14.1,Unique
41.1,14.12,Unique
41.2,14.12,Unique
41.57,14.12,Unique
41.33,14.13,Unique
42.5,14.13,Unique
41.62,14.15,Unique
41.33,14.17,Unique
48.23,14.17,Unique
41.2,14.18,Unique
41.1,14.2,Unique
41.18,14.2,Unique
45.78,14.2,Unique
41.22,14.22,Unique
42.47,14.22,Unique
41.6,14.23,Unique
32.5,14.25,Unique
37.07,14.25,Unique
37.57,14.25,Unique
41.3,14.25,Unique
32.65,14.26,Unique
35.65,14.27,Unique
50.43,14.27,Unique
53.9,14.27,Unique
40.84,14.28,Unique
41.32,14.28,Unique
45.32,14.28,Unique
32.64,14.29,Unique
37.5,14.3,Unique
37.57,14.3,Unique
40.87,14.3,Unique
41.72,14.3,Unique
42.12,14.3,Unique
46.63,14.3,Unique
48.3,14.3,Unique
37.13,14.32,Unique
41.6,14.32,Unique
42.35,14.32,Unique
47.55,14.32,Unique
37.38,14.33,Unique
37.52,14.33,Unique
41.07,14.33,Unique
41.17,14.33,Unique
41.67,14.33,Unique
46.33,14.33,Unique
46.67,14.33,Unique
47,14.33,Unique
47.33,14.33,Unique
48,14.33,Unique
51.75,14.33,Unique
37.63,14.35,Unique
38.02,14.35,Unique
42.2,14.35,Unique
41.18,14.37,Unique
45.92,14.37,Unique
46.75,14.37,Unique
50.05,14.37,Unique
37.75,14.38,Unique
41.03,14.38,Unique
41.35,14.38,Unique
41.53,14.38,Unique
42.23,14.38,Unique
40.98,14.4,Unique
41.55,14.42,Unique
48.4,14.42,Unique
40.77,14.43,Unique
42.2,14.43,Unique
45.33,14.43,Unique
46.78,14.43,Unique
34.36,14.44,Unique
41.22,14.45,Unique
48.05,14.45,Unique
37.03,14.47,Unique
40.75,14.47,Unique
48.97,14.47,Unique
50.62,14.47,Unique
41.48,14.48,Unique
42.25,14.48,Unique
50.51,14.49,Unique
47.33,14.5,Unique
47.48,14.5,Unique
50.3,14.5,Unique
37.23,14.52,Unique
46.05,14.53,Unique
46.75,14.53,Unique
46.95,14.53,Unique
52.37,14.55,Unique
32.47,14.57,Unique
53.42,14.57,Unique
53.55,14.57,Unique
36.93,14.6,Unique
37.78,14.6,Unique
38.02,14.6,Unique
40.8,14.6,Unique
36.99,14.61,Unique
40.42,14.62,Unique
40.73,14.62,Unique
37.2,14.63,Unique
38.08,14.63,Unique
44.65,14.63,Unique
41.57,14.65,Unique
40.33,14.67,Unique
40.67,14.67,Unique
42.07,14.67,Unique
45,14.67,Unique
45.33,14.67,Unique
46.67,14.67,Unique
47,14.67,Unique
47.17,14.67,Unique
47.33,14.67,Unique
47.67,14.67,Unique
51,14.67,Unique
37.83,14.7,Unique
40.7,14.7,Unique
42.12,14.7,Unique
38.15,14.73,Unique
40.67,14.73,Unique
47.18,14.73,Unique
53.43,14.73,Unique
40.73,14.75,Unique
41.13,14.75,Unique
47.42,14.75,Unique
47.6,14.77,Unique
40.9,14.78,Unique
40.77,14.8,Unique
53.65,14.8,Unique
40.7,14.82,Unique
47.22,14.82,Unique
37.77,14.83,Unique
40.82,14.83,Unique
41.35,14.83,Unique
46.07,14.83,Unique
37.47,14.85,Unique
37.65,14.85,Unique
45.32,14.85,Unique
46.85,14.85,Unique
37.46,14.87,Unique
37.63,14.87,Unique
37.57,14.88,Unique
46.72,14.88,Unique
46.8,14.88,Unique
48.13,14.88,Unique
37.62,14.9,Unique
36.83,14.92,Unique
37.08,14.92,Unique
37.7,14.93,Unique
38.13,14.95,Unique
40.62,14.97,Unique
49.87,14.98,Unique
40.67,15,Unique
41,15,Unique
45.33,15,Unique
46.33,15,Unique
46.67,15,Unique
47.33,15,Unique
47.67,15,Unique
48,15,Unique
48.33,15,Unique
40.83,15.02,Unique
41.07,15.03,Unique
46.6,15.03,Unique
50.2,15.03,Unique
38.15,15.05,Unique
53.35,15.05,Unique
37.47,15.06,Unique
40.6,15.07,Unique
41.15,15.07,Unique
37.52,15.08,Unique
40.17,15.08,Unique
37.5,15.09,Unique
32.37,15.1,Unique
44.13,15.1,Unique
38.02,15.12,Unique
47.37,15.12,Unique
32.37,15.13,Unique
36.9,15.13,Unique
37.9,15.13,Unique
40.67,15.13,Unique
51.63,15.13,Unique
37.77,15.15,Unique
46.08,15.17,Unique
48.6,15.17,Unique
46.1,15.18,Unique
50.03,15.18,Unique
51.58,15.18,Unique
37.22,15.22,Unique
37.23,15.22,Unique
37.25,15.22,Unique
38.13,15.22,Unique
38.22,15.22,Unique
40.5,15.22,Unique
40.78,15.22,Unique
44.12,15.22,Unique
40.42,15.23,Unique
40.63,15.23,Unique
46.82,15.23,Unique
53.13,15.23,Unique
31.33,15.25,Unique
38.2,15.25,Unique
40.85,15.25,Unique
31.45,15.26,Unique
37.08,15.28,Unique
37.85,15.28,Unique
46.23,15.28,Unique
47.18,15.3,Unique
47.43,15.32,Unique
38,15.33,Unique
46.33,15.33,Unique
46.67,15.33,Unique
47,15.33,Unique
48.23,15.33,Unique
48.33,15.33,Unique
50.02,15.33,Unique
50.72,15.35,Unique
38.22,15.37,Unique
40.85,15.4,Unique
40.57,15.43,Unique
46.73,15.43,Unique
47.07,15.43,Unique
38.23,15.47,Unique
46.88,15.52,Unique
46.78,15.53,Unique
47.53,15.53,Unique
41.43,15.54,Unique
41.45,15.55,Unique
46.75,15.55,Unique
38.18,15.57,Unique
38.19,15.57,Unique
38,15.58,Unique
40.38,15.58,Unique
47.65,15.58,Unique
38.2,15.59,Unique
48.4,15.6,Unique
48.42,15.62,Unique
40.07,15.63,Unique
46.57,15.63,Unique
46.73,15.63,Unique
48.22,15.63,Unique
51.78,15.63,Unique
38.1,15.65,Unique
38.12,15.65,Unique
38.2,15.65,Unique
38,15.67,Unique
40.67,15.67,Unique
43,15.67,Unique
45.67,15.67,Unique
46.33,15.67,Unique
46.67,15.67,Unique
47.67,15.67,Unique
52.78,15.67,Unique
47.27,15.68,Unique
47.6,15.68,Unique
47.1,15.7,Unique
38.13,15.72,Unique
38.23,15.72,Unique
40.72,15.72,Unique
31.4,15.73,Unique
43.98,15.73,Unique
47,15.75,Unique
50.05,15.75,Unique
39.83,15.78,Unique
39.85,15.78,Unique
48.43,15.78,Unique
38.27,15.8,Unique
40.05,15.8,Unique
40.63,15.8,Unique
41.24,15.8,Unique
45.87,15.8,Unique
38.35,15.83,Unique
40.12,15.83,Unique
44.15,15.87,Unique
43.73,15.88,Unique
44.82,15.88,Unique
38.43,15.9,Unique
46.95,15.9,Unique
48.2,15.92,Unique
48.32,15.92,Unique
37.98,15.93,Unique
39.5,15.93,Unique
47.68,15.93,Unique
38.48,15.97,Unique
45.82,15.97,Unique
40.33,16,Unique
41,16,Unique
46,16,Unique
46.33,16,Unique
46.67,16,Unique
47,16,Unique
47.67,16,Unique
38.7,16.02,Unique
53.53,16.02,Unique
40.37,16.03,Unique
39.35,16.05,Unique
47.72,16.05,Unique
39.22,16.07,Unique
48.33,16.07,Unique
46.62,16.08,Unique
47.03,16.08,Unique
38.67,16.1,Unique
38.72,16.15,Unique
38.73,16.17,Unique
38.75,16.17,Unique
47.35,16.17,Unique
40.97,16.18,Unique
47.88,16.18,Unique
47.95,16.18,Unique
39.8,16.2,Unique
43.38,16.2,Unique
44.03,16.2,Unique
48.05,16.2,Unique
48.2,16.2,Unique
40.83,16.22,Unique
40.83,16.23,Unique
48.02,16.23,Unique
38.92,16.25,Unique
39.27,16.25,Unique
41.22,16.25,Unique
39.3,16.26,Unique
38.23,16.27,Unique
40.62,16.27,Unique
47.82,16.27,Unique
49.78,16.27,Unique
38.35,16.28,Unique
38.27,16.3,Unique
38.97,16.3,Unique
45.75,16.3,Unique
47.8,16.3,Unique
48.12,16.3,Unique
46.32,16.33,Unique
47,16.33,Unique
47.05,16.33,Unique
48,16.33,Unique
48.35,16.33,Unique
43.75,16.35,Unique
48.18,16.35,Unique
45.05,16.37,Unique
45.48,16.37,Unique
48.2,16.37,Unique
44.35,16.38,Unique
45.13,16.38,Unique
45.47,16.38,Unique
47.93,16.42,Unique
43.52,16.43,Unique
38.75,16.45,Unique
46.38,16.45,Unique
39.78,16.47,Unique
40.23,16.47,Unique
38.08,16.53,Unique
47.85,16.53,Unique
